source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
C9	Collecting duct intercalated cell	LAMB1	ITGA6_ITGB1	0.0169444066620764	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C8	COL6A1	ITGA2_ITGB1	0.0168968192485673	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Collecting duct intercalated cell	COL4A3	SDC4	0.0168851889532991	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C10	CD46	JAG1	0.0168849250596401	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C3	C11	COL4A4	ITGAV_ITGB8	0.0168816505608949	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C8	COL6A3	ITGA2_ITGB1	0.0168679807989676	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	LAMB1	ITGAV_ITGB8	0.0168516795661373	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C2	C16	COL6A3	ITGAV_ITGB8	0.0168234177605862	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C16	COL6A3	ITGAV_ITGB8	0.0168008014029356	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C8	COL4A3	SDC4	0.0167917900251289	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C11	COL4A2	ITGAV_ITGB8	0.0167893063222501	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C5	COL6A3	SDC4	0.0167565825875721	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C10	COL4A3	SDC4	0.0166959664411346	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.0166599733552621	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C8	LAMA5	ITGA2_ITGB1	0.0166486126120174	0	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C10	C8	COL6A1	SDC4	0.0166372811326557	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	COL6A1	ITGA3_ITGB1	0.0166355263708845	0	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.0166190669375963	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Thick ascending limb (TAL) / loop of Henle	COL4A1	ITGAV_ITGB8	0.0166135133714085	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C8	COL6A3	ITGA3_ITGB1	0.0166071263464821	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C11	COL4A3	ITGAV_ITGB8	0.0165790841266884	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Thick ascending limb (TAL) / loop of Henle	LAMB1	ITGAV_ITGB8	0.0165318847649808	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	Collecting duct intercalated cell	COL4A4	SDC1	0.0164982470857278	0	COL4A4_SDC1	COL4A4 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C11	COL4A1	ITGAV_ITGB8	0.0164837085088693	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A2	ITGAV_ITGB8	0.0164392228123376	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C19	C11	COL6A3	ITGAV_ITGB8	0.0164152185356487	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C16	COL6A1	ITGAV_ITGB8	0.0163912202221491	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C8	LAMA5	ITGA3_ITGB1	0.0163910940137671	0	LAMA5_ITGA3_ITGB1	LAMA5 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C4	C16	PLG	PARD3	0.0163631381423271	0	PLG_PARD3	PLG - PARD3	PARs	Secreted Signaling	KEGG: hsa04080
C14	Injured tubular epithelial program (mixed)	VEGFA	FLT1	0.0163530532478767	0	VEGFA_VEGFR1	VEGFA - VEGFR1	VEGF	Secreted Signaling	KEGG: hsa04370; PMID: 16633338
Epithelial progenitor-like / repair state (provisional)	C16	COL4A1	ITGAV_ITGB8	0.0163301777725044	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C5	COL4A3	SDC4	0.016319587178425	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A4	SDC4	0.0163155759084145	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	Thick ascending limb (TAL) / loop of Henle	COL4A3	ITGAV_ITGB8	0.0163139409711287	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C16	COL6A1	SDC4	0.0162944789407203	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Collecting duct intercalated cell	COL4A4	SDC4	0.0162906433983728	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	Collecting duct intercalated cell	COL6A1	SDC4	0.0162693336725497	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	Collecting duct intercalated cell	COL4A5	SDC1	0.0162358350480827	0	COL4A5_SDC1	COL4A5 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Collecting duct intercalated cell	COL6A1	ITGA1_ITGB1	0.0162163550958833	0	COL6A1_ITGA1_ITGB1	COL6A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.016188658896326	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C11	COL4A3	ITGAV_ITGB8	0.0161404475699031	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C10	COL4A4	SDC4	0.0161079744468291	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C16	LAMB1	ITGA6_ITGB1	0.016106887646555	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	C16	COL6A3	ITGAV_ITGB8	0.0160875712041641	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C10	COL6A1	SDC4	0.0160868997619364	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	COL4A4	ITGAV_ITGB8	0.0160718705630273	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Thick ascending limb (TAL) / loop of Henle	LAMB1	ITGAV_ITGB8	0.0160098505541718	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C16	COL6A3	ITGAV_ITGB8	0.0160051121552423	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Thick ascending limb (TAL) / loop of Henle	COL4A2	ITGAV_ITGB8	0.0159934360559866	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	LAMA5	ITGA1_ITGB1	0.0159779817138536	0	LAMA5_ITGA1_ITGB1	LAMA5 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	Thick ascending limb (TAL) / loop of Henle	COL4A5	ITGAV_ITGB8	0.0159499780839323	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C11	COL4A3	ITGAV_ITGB8	0.0159461527326524	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C8	COL6A3	ITGA2_ITGB1	0.0159045143396156	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A3	ITGAV_ITGB8	0.0158560234410683	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	Injured tubular epithelial program (mixed)	PTPRM	PTPRM	0.0158329984916577	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
C11	C16	COL4A5	ITGAV_ITGB8	0.0158244122744936	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C16	COL6A3	ITGAV_ITGB8	0.0158244122744936	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A5	ITGAV_ITGB8	0.0158161311759644	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C11	COL6A1	ITGAV_ITGB8	0.0157992998978874	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C11	LAMB1	ITGAV_ITGB8	0.0157979445148466	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C14	C8	COL4A4	SDC4	0.0157712343231565	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C5	COL4A4	SDC4	0.0157446381197496	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C5	COL6A1	SDC4	0.0157240312047441	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C8	COL6A3	ITGA3_ITGB1	0.0156583220852109	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C16	COL6A3	ITGA2_ITGB1	0.0156560203051235	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Epithelial progenitor-like / repair state (provisional)	EGF	EGFR	0.0156550356964857	0	EGF_EGFR	EGF - EGFR	EGF	Secreted Signaling	KEGG: hsa04012
C9	Collecting duct intercalated cell	COL6A3	SDC4	0.0156364286256127	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Thick ascending limb (TAL) / loop of Henle	LAMB1	ITGAV_ITGB8	0.0156012225183134	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C16	COL4A3	ITGAV_ITGB8	0.0155308548006154	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C16	LAMA5	ITGAV_ITGB8	0.0155140142694914	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	C11	COL4A4	ITGAV_ITGB8	0.0154935429213108	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C14	EGF	EGFR	0.0154650703939981	0	EGF_EGFR	EGF - EGFR	EGF	Secreted Signaling	KEGG: hsa04012
C5	C16	COL4A4	ITGAV_ITGB8	0.0154637680916895	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C10	COL6A3	SDC4	0.015460980166563	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C18	APP	CD74	0.0154260939687865	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
C11	C16	COL4A2	ITGAV_ITGB8	0.0153609796551878	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	LAMB1	ITGA6_ITGB1	0.0152987210045705	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	COL4A1	SDC4	0.015279335684723	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C16	COL6A3	ITGAV_ITGB8	0.0152720052765153	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.0152633915863375	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	LAMA5	ITGA6_ITGB1	0.0152387709210965	0	LAMA5_ITGA6_ITGB1	LAMA5 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C8	COL6A3	ITGA2_ITGB1	0.0152285294208432	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C11	LAMB1	ITGAV_ITGB8	0.015209329710304	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	COL4A4	SDC4	0.015184313490865	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	Thick ascending limb (TAL) / loop of Henle	COL4A1	ITGAV_ITGB8	0.0151228055922659	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C5	COL6A3	SDC4	0.0151120134851818	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A4	ITGAV_ITGB8	0.0150827451640219	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	C16	COL6A3	ITGA2_ITGB1	0.0150471053342039	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C10	COL4A4	SDC4	0.0150138606126254	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C16	COL6A3	ITGA2_ITGB1	0.0150071629669487	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C8	COL4A3	SDC4	0.015003453931478	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	COL6A3	ITGA3_ITGB1	0.0149926415877863	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C16	COL6A1	ITGA2_ITGB1	0.0149837557489245	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C11	COL4A4	ITGAV_ITGB8	0.0149762095297083	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C16	COL6A2	ITGAV_ITGB8	0.0148525767092722	0	COL6A2_ITGAV_ITGB8	COL6A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Collecting duct intercalated cell	COL6A3	SDC4	0.0148479382435301	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	Thick ascending limb (TAL) / loop of Henle	COL4A2	ITGAV_ITGB8	0.0148068870481913	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	LAMB1	ITGA2_ITGB1	0.0147717261215946	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C2	C16	COL6A3	ITGA2_ITGB1	0.0147469002649876	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C16	LAMB1	ITGAV_ITGB8	0.0147338315313666	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C9	Thick ascending limb (TAL) / loop of Henle	COL4A5	ITGAV_ITGB8	0.0147292151089923	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C16	COL6A3	ITGA2_ITGB1	0.0147270336338665	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	COL4A2	SDC4	0.0147083099843062	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C10	COL6A3	SDC4	0.0146812050847871	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C5	COL4A4	SDC4	0.014674835355146	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C8	COL4A5	SDC4	0.0146682919515344	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C16	COL6A3	ITGAV_ITGB8	0.0146399178391563	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	Collecting duct intercalated cell	PLG	PARD3	0.0146276316008551	0	PLG_PARD3	PLG - PARD3	PARs	Secreted Signaling	KEGG: hsa04080
C5	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.0146142514539563	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	Thick ascending limb (TAL) / loop of Henle	LAMA5	ITGAV_ITGB8	0.0146051417633985	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	Collecting duct intercalated cell	COL6A3	SDC4	0.0145635230351137	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Collecting duct intercalated cell	COL6A3	SDC4	0.0145276881318715	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C11	COL4A1	ITGAV_ITGB8	0.0145087418729732	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C11	LAMB1	ITGAV_ITGB8	0.0144373029951286	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A2	ITGA2_ITGB1	0.0144094315630031	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	COL4A4	ITGA2_ITGB1	0.0144035569480012	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C10	COL6A3	SDC4	0.0143999369993939	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C16	COL6A1	ITGA2_ITGB1	0.0143672693925687	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C10	COL6A3	SDC4	0.0143644987473815	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C5	COL6A3	SDC4	0.0143495820295141	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Collecting duct intercalated cell	COL6A1	SDC1	0.0143418684929035	0	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A1	ITGA2_ITGB1	0.0143136546412679	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	Thick ascending limb (TAL) / loop of Henle	LAMB2	ITGAV_ITGB8	0.0143119109669657	0	LAMB2_ITGAV_ITGB8	LAMB2 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	Epithelial progenitor-like / repair state (provisional)	CD46	JAG1	0.0143116901839999	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C12	Collecting duct intercalated cell	FGF1	FGFR4	0.0142760730340134	0	FGF1_FGFR4	FGF1 - FGFR4	FGF	Secreted Signaling	PMC: 4393358
Epithelial progenitor-like / repair state (provisional)	Epithelial progenitor-like / repair state (provisional)	CD46	JAG1	0.0142747043568012	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C9	C11	COL4A3	ITGAV_ITGB8	0.0142465725652784	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	THBS1	SDC4	0.0142341307420075	0	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	Thick ascending limb (TAL) / loop of Henle	LAMA5	ITGAV_ITGB8	0.0142089508687227	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Thick ascending limb (TAL) / loop of Henle	COL4A5	ITGAV_ITGB8	0.0141806336581272	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	COL4A4	ITGA3_ITGB1	0.0141802638178013	0	COL4A4_ITGA3_ITGB1	COL4A4 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Collecting duct intercalated cell	COL6A1	SDC4	0.0141749239080185	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A5	ITGA2_ITGB1	0.0141739817426664	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	COL6A3	SDC4	0.0141506641539575	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	Thick ascending limb (TAL) / loop of Henle	COL4A4	ITGAV_ITGB8	0.0141007978727912	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C16	COL6A3	ITGA2_ITGB1	0.0141005767733416	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C5	COL6A3	SDC4	0.014074576550949	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	COL4A5	ITGAV_ITGB8	0.0140706208224196	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C19	COL4A3	SDC4	0.0140453031665612	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
